TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RAPT3;9,32;5,51;8,87;0,72;0,22;25,94;10,35;3,09;2,64;5,62;2,73;0,74;0,27;0,75;-0,55;1,99;8,09;2,49;7,82;0,31;0,69;0,81;20,63;17,93;234.443,45;12,99;1,05;-0,53;3.352.808.846,50
RAPT4;10,60;4,84;10,11;0,82;0,25;25,94;10,35;3,09;3,01;5,62;2,73;0,74;0,31;0,85;-0,62;1,99;8,09;2,49;7,82;0,31;0,69;0,81;20,63;17,93;18.165.422,40;12,99;1,05;-0,60;3.352.808.846,50
RCSL3;3,86;;-9,75;-51,54;2,13;10,07;-34,12;-41,23;-11,78;-7,96;0,00;;4,02;89,95;-3,41;1,07;-528,90;-21,83;437,06;-0,04;1,04;0,53;66,30;;3.482.378,65;-0,07;-0,40;1,05;82.844.644,82
RCSL4;1,97;;-4,99;-26,37;1,09;10,07;-34,12;-41,23;-6,03;-7,96;0,00;;2,06;46,03;-1,74;1,07;-528,90;-21,83;437,06;-0,04;1,04;0,53;66,30;;13.572.314,55;-0,07;-0,40;0,54;82.844.644,82
RDNI3;2,75;15,45;-0,39;0,37;0,07;6,47;-27,78;-68,67;-0,98;-5,32;-4,34;1,66;0,27;0,59;-0,12;1,44;-94,50;-18,37;-15,21;0,19;0,79;0,27;17,03;;17.199,20;7,38;-6,97;0,00;120.366.972,00
RDOR3;29,31;2,15;18,19;2,82;0,70;18,72;14,60;7,44;9,27;9,55;0,35;0,11;1,35;2,16;-1,37;3,03;15,50;3,87;10,29;0,25;0,74;0,52;33,63;25,83;138.012.617,90;10,40;1,61;0,12;66.549.735.591,30
RECV3;16,82;19,58;8,35;1,13;0,63;34,27;25,24;19,03;6,30;6,92;0,60;0,11;1,59;4,72;-0,86;1,98;13,49;7,52;10,58;0,56;0,44;0,40;56,51;51,99;36.979.268,25;14,95;2,02;-0,23;4.962.275.450,66
REDE3;6,71;8,70;9,07;3,45;0,47;29,27;22,55;9,00;3,62;6,56;2,94;2,81;0,82;20,61;-0,65;1,09;38,01;5,23;15,93;0,14;0,79;0,58;9,88;31,34;13.729,00;1,95;0,74;1,23;14.139.166.605,80
RENT3;43,68;3,58;28,13;1,84;0,57;23,69;15,79;4,76;8,48;14,12;5,67;1,23;1,34;27,29;-0,75;1,10;6,56;2,04;8,04;0,31;0,69;0,43;29,63;20,59;378.804.810,35;23,68;1,55;3,19;47.126.479.941,60
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;3,03;;3,30;0,28;0,09;67,93;127,98;34,99;0,90;4,65;3,74;1,18;1,15;-0,73;-0,09;0,32;8,64;2,58;10,49;0,30;0,70;0,07;-20,33;;28.537,30;10,64;0,92;-0,04;251.978.795,56
RNEW3;0,99;;3,33;0,29;0,09;67,93;127,98;34,99;0,91;4,65;3,74;1,18;1,16;-0,74;-0,09;0,32;8,64;2,58;10,49;0,30;0,70;0,07;-20,33;;128.218,15;3,55;0,31;-0,04;251.978.795,56
RNEW4;1,01;;3,30;0,28;0,09;67,93;127,98;34,99;0,90;4,65;3,74;1,18;1,15;-0,73;-0,09;0,32;8,64;2,58;10,49;0,30;0,70;0,07;-20,33;;288.738,60;3,55;0,31;-0,04;251.978.795,56
ROMI3;9,52;8,23;7,21;0,74;0,37;28,89;10,13;10,64;7,57;11,77;4,20;0,41;0,77;1,25;-0,93;1,96;10,25;5,11;5,83;0,50;0,50;0,48;10,54;7,92;1.913.547,20;12,88;1,32;-0,19;886.985.511,44
RPAD3;7,94;1,01;-8,31;0,65;0,64;;;;-7,03;-6,57;0,56;-0,05;;12,83;-0,68;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;1.320,45;12,22;-0,96;0,02;682.431.581,48
RPAD5;8,20;6,47;-8,58;0,67;0,66;;;;-7,26;-6,57;0,56;-0,05;;13,25;-0,70;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;782,85;12,22;-0,96;0,03;682.431.581,48
RPAD6;7,02;;-7,35;0,57;0,57;;;;-6,21;-6,57;0,56;-0,05;;11,34;-0,60;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;666,90;12,22;-0,96;0,02;682.431.581,48
RPMG3;2,46;;-0,15;-0,03;0,02;-13,64;-21,69;-18,86;-0,13;-0,13;0,00;;0,03;-0,16;-0,39;0,87;-18,85;-14,78;21,68;-0,78;1,78;0,78;37,87;;42.604,85;-85,31;-16,08;0,00;166.521.407,34
RSID3;3,11;;0,23;-0,07;0,12;28,74;-311,91;327,60;-0,24;-1,35;-1,11;;0,74;-0,11;-0,25;0,34;-30,46;52,15;103,33;-1,71;2,71;0,16;-41,82;;115.283,65;-45,35;13,81;0,00;62.800.000,00
RSUL3;0,00;;0,00;0,00;0,00;41,56;22,68;15,09;0,00;1,42;-0,38;-0,14;0,00;0,00;0,00;2,42;25,08;14,29;23,55;0,57;0,43;0,95;18,65;35,69;;36,35;9,12;0,00;149.738.452,25
RSUL4;60,07;3,54;6,59;1,65;0,94;41,56;22,68;15,09;4,39;1,42;-0,38;-0,14;0,99;2,98;-2,05;2,42;25,08;14,29;23,55;0,57;0,43;0,95;18,65;35,69;83.081,90;36,35;9,12;-0,74;149.738.452,25
SANB11;25,41;6,33;8,36;0,81;0,08;40,19;13,41;8,56;5,34;5,35;;;0,72;;-0,08;;9,65;0,93;;0,10;0,90;0,11;12,73;-1,95;74.717.950,60;31,51;3,04;0,23;95.568.778.245,00
SANB3;12,05;6,35;7,94;0,77;0,07;40,19;13,41;8,56;5,07;5,35;;;0,68;;-0,08;;9,65;0,93;;0,10;0,90;0,11;12,73;-1,95;1.580.806,50;15,75;1,52;0,22;95.568.778.245,00
SANB4;13,41;6,29;8,83;0,85;0,08;40,19;13,41;8,56;5,63;5,35;;;0,76;;-0,08;;9,65;0,93;;0,10;0,90;0,11;12,73;-1,95;1.872.609,20;15,75;1,52;0,24;95.568.778.245,00
SAPR11;25,70;5,31;5,19;0,76;0,39;58,29;34,90;22,12;3,29;5,39;2,09;0,49;1,15;5,95;-0,47;1,71;14,71;7,59;10,96;0,52;0,48;0,34;8,62;10,90;21.557.076,40;33,68;4,95;9,92;7.794.798.067,00
SAPR3;4,95;5,10;5,01;0,74;0,38;58,29;34,90;22,12;3,17;5,39;2,09;0,49;1,11;5,74;-0,45;1,71;14,71;7,59;10,96;0,52;0,48;0,34;8,62;10,90;869.817,25;6,74;0,99;9,56;7.794.798.067,00
SAPR4;5,17;5,37;5,23;0,77;0,40;58,29;34,90;22,12;3,31;5,39;2,09;0,49;1,16;5,99;-0,47;1,71;14,71;7,59;10,96;0,52;0,48;0,34;8,62;10,90;7.172.866,20;6,74;0,99;9,99;7.794.798.067,00
SBFG3;13,22;1,31;6,12;1,08;0,38;48,55;8,94;7,42;5,08;8,51;3,41;0,73;0,45;1,74;-0,83;1,68;17,65;6,25;10,29;0,35;0,65;0,84;25,16;29,12;27.190.588,50;12,26;2,16;0,03;3.238.052.244,60
SBSP3;95,59;1,51;7,00;1,72;0,86;54,82;44,73;26,23;4,11;5,38;1,27;0,53;1,84;65,57;-0,96;1,14;24,61;12,26;18,69;0,50;0,50;0,47;9,72;26,90;275.654.413,20;55,46;13,65;0,03;65.439.234.858,06
SCAR3;20,80;8,38;4,82;0,72;0,40;46,45;35,66;22,21;3,00;5,86;2,86;0,68;1,07;2,68;-0,50;3,47;14,92;8,27;12,55;0,55;0,44;0,37;30,55;73,93;339.182,90;28,93;4,32;0,01;1.200.936.235,20
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;6,93;;25,75;0,73;0,26;55,17;14,22;1,79;3,24;5,45;2,18;0,49;0,46;7,19;-0,35;1,17;2,83;1,01;12,91;0,36;0,64;0,57;7,72;-29,63;5.156.309,95;9,54;0,27;-0,21;902.338.135,60
SEQL3;3,51;;-0,09;0,13;0,04;-14,86;-104,78;-124,39;-0,11;-0,83;-0,72;0,87;0,11;-0,20;-0,05;0,48;-143,69;-42,81;-69,90;0,30;0,69;0,34;15,49;;8.307.524,00;26,04;-37,42;0,00;81.187.822,08
SGPS3;1,64;;-0,02;0,10;0,01;-4,03;-86,39;-114,89;-0,03;-1,42;-1,40;5,30;0,02;-0,02;-0,01;0,45;-504,81;-32,72;-54,16;0,06;0,94;0,28;-2,95;;0,00;16,55;-83,55;0,00;16.400.000,00
SHOW3;0,84;;-3,01;0,36;0,12;9,82;3,33;-3,93;3,55;2,17;-1,47;-0,15;0,12;1,70;-0,28;1,15;-11,87;-4,10;2,85;0,35;0,65;1,04;3,21;;139.200,25;2,30;-0,27;0,01;56.626.608,36
SHUL3;27,31;0,81;35,88;7,16;3,77;25,81;15,13;14,00;33,22;17,67;-0,64;-0,14;5,03;8,25;-12,02;2,99;19,96;10,51;12,04;0,53;0,47;0,75;15,26;31,11;0,00;3,81;0,76;-2,96;5.377.663.279,24
SHUL4;5,82;7,49;7,66;1,53;0,80;25,81;15,13;14,00;7,09;17,67;-0,64;-0,14;1,07;1,76;-2,57;2,99;19,96;10,51;12,04;0,53;0,47;0,75;15,26;31,11;2.009.426,40;3,81;0,76;-0,63;5.377.663.279,24
SIMH3;5,05;;-13,35;1,33;0,05;24,35;14,60;-0,85;0,78;8,06;7,28;12,44;0,11;0,47;-0,08;1,50;-9,95;-0,41;8,94;0,04;0,91;0,48;31,57;;15.248.806,00;3,80;-0,38;0,02;4.408.854.691,65
SLCE3;17,02;5,19;18,79;1,52;0,45;24,76;15,06;5,26;6,57;10,24;3,63;0,84;0,99;2,29;-0,85;1,71;8,10;2,39;9,83;0,30;0,69;0,45;26,43;1,05;32.127.830,05;11,18;0,91;-0,29;7.607.537.926,56
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,01;16.497.692,59
SMFT3;19,61;0,95;12,70;2,19;0,70;41,03;21,78;17,51;10,21;12,14;1,96;0,42;2,22;6,77;-0,92;1,75;17,22;5,53;6,26;0,32;0,68;0,32;29,62;20,83;47.766.971,00;8,97;1,54;0,13;11.461.036.749,95
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;24,71;3,62;7,26;1,20;0,40;23,14;27,23;14,86;3,96;7,01;3,02;0,91;1,08;2,44;-0,58;2,18;16,49;5,56;11,88;0,34;0,66;0,37;15,45;29,23;33.196.207,60;20,64;3,40;-1,00;8.274.316.881,99
SNSY3;11,40;;-1,31;-0,04;0,16;26,64;21,47;-7,24;0,44;1,06;0,79;;0,10;-43,18;-0,41;0,99;-3,42;-12,35;-10,99;-3,62;4,64;1,71;15,95;;10.746,05;-254,37;-8,69;0,02;54.075.144,00
SNSY5;4,70;;-0,54;-0,02;0,07;26,64;21,47;-7,24;0,18;1,06;0,79;;0,04;-17,80;-0,17;0,99;-3,42;-12,35;-10,99;-3,62;4,64;1,71;15,95;;17.599,30;-254,37;-8,69;0,01;54.075.144,00
SNSY6;11,51;;-1,32;-0,05;0,16;26,64;21,47;-7,24;0,45;1,06;0,79;;0,10;-43,60;-0,41;0,99;-3,42;-12,35;-10,99;-3,62;4,64;1,71;15,95;;0,00;-254,37;-8,69;0,02;54.075.144,00
SOJA3;11,73;8,22;5,90;1,21;0,55;15,42;10,68;15,57;8,61;8,05;-0,59;-0,08;0,92;1,31;-1,71;2,67;20,57;9,38;4,72;0,46;0,34;0,60;46,18;106,34;6.503.020,30;9,65;1,98;0,12;1.590.035.192,00
SOMA3;5,95;1,48;2,96;0,80;0,49;56,80;-46,46;29,33;-1,87;-2,32;-0,45;0,19;0,87;2,01;-0,84;2,36;27,15;16,44;-46,41;0,61;0,39;0,56;37,72;80,87;24.929.132,25;7,40;2,01;0,01;4.669.246.869,35
SOND3;47,00;9,76;9,83;2,20;1,15;32,47;9,43;6,73;7,02;5,43;-1,59;-0,50;0,66;3,97;-3,19;1,82;22,39;11,66;14,58;0,52;0,48;1,73;27,24;11,01;0,00;21,36;4,78;-1,78;115.521.300,00
SOND5;47,00;10,73;9,83;2,20;1,15;32,47;9,43;6,73;7,02;5,43;-1,59;-0,50;0,66;3,97;-3,19;1,82;22,39;11,66;14,58;0,52;0,48;1,73;27,24;11,01;0,00;21,36;4,78;-1,78;115.521.300,00
SOND6;47,00;10,73;9,83;2,20;1,15;32,47;9,43;6,73;7,02;5,43;-1,59;-0,50;0,66;3,97;-3,19;1,82;22,39;11,66;14,58;0,52;0,48;1,73;27,24;11,01;0,00;21,36;4,78;-1,78;115.521.300,00
SPRT3B;76,40;;-2.383,09;-17.249,28;13.052,41;;;;-2.390,16;-2.389,98;0,18;;;-17.249,28;;0,57;-723,82;-547,71;721,68;-0,76;1,76;0,00;;;;0,00;-0,03;16,35;370.531.748,80
SQIA3;27,37;;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;3,18;0,40;0,58;0,41;35,51;;;7,40;-0,25;0,44;2.406.971.773,64
SRNA3;7,04;;20,48;0,82;0,22;33,04;39,65;6,14;3,17;10,72;7,57;1,96;1,26;-121,75;-0,26;0,99;4,01;1,08;6,80;0,27;0,73;0,18;;;22.357.714,30;8,57;0,34;0,07;4.359.113.892,00
STBP3;12,82;6,15;14,55;4,81;1,59;56,33;43,01;27,37;9,26;9,38;0,11;0,06;3,98;5,48;-2,71;3,36;33,05;10,94;17,94;0,33;0,67;0,40;18,30;202,99;83.895.025,65;2,66;0,88;0,16;11.078.664.130,58
STKF3;0,00;;0,00;0,00;0,00;54,65;36,95;23,68;0,00;3,27;3,27;0,25;0,00;0,00;0,00;3,14;4,97;3,15;4,38;0,63;0,37;0,13;24,60;27,74;;8,19;0,41;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;22,25;;52,23;1,13;0,31;4,25;-3,34;0,83;-12,92;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;31.302.009,30;19,64;0,43;-0,94;9.475.042.424,17
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;9.475.042.424,17
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;6,54;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;9.475.042.424,17
SUZB3;60,50;1,92;18,30;1,85;0,50;41,70;33,11;9,59;5,30;10,22;4,89;1,70;1,76;3,97;-0,65;2,17;10,08;2,73;10,58;0,27;0,73;0,28;24,23;67,37;342.680.475,20;32,81;3,31;-0,24;76.833.068.639,70
SYNE3;8,17;35,28;2,54;0,62;0,28;42,97;59,77;35,24;1,50;1,06;-0,44;-0,18;0,89;0,82;-0,47;5,74;24,52;10,86;17,62;0,44;0,35;0,31;-2,81;;3.606.441,65;13,14;3,22;0,00;1.256.263.782,35
TAEE11;33,94;10,41;6,93;1,73;0,59;62,19;69,42;42,82;4,28;7,59;3,31;1,34;2,97;7,43;-0,71;1,92;24,91;8,51;15,27;0,34;0,66;0,20;15,51;9,50;52.344.417,35;19,65;4,89;0,08;11.699.182.881,72
TAEE3;11,24;9,68;6,89;1,72;0,59;62,19;69,42;42,82;4,25;7,59;3,31;1,34;2,95;7,38;-0,70;1,92;24,91;8,51;15,27;0,34;0,66;0,20;15,51;9,50;853.078,85;6,55;1,63;0,08;11.699.182.881,72
TAEE4;11,31;10,41;6,93;1,73;0,59;62,19;69,42;42,82;4,28;7,59;3,31;1,34;2,97;7,43;-0,71;1,92;24,91;8,51;15,27;0,34;0,66;0,20;15,51;9,50;1.549.508,80;6,55;1,63;0,08;11.699.182.881,72
TASA3;9,27;3,27;14,93;0,98;0,51;32,74;9,68;4,80;7,41;10,18;2,89;0,38;0,72;2,71;-1,13;1,51;6,56;3,38;8,53;0,52;0,48;0,70;16,08;;122.698,40;9,46;0,62;-0,23;1.155.120.267,52
TASA4;9,06;3,35;14,58;0,96;0,49;32,74;9,68;4,80;7,24;10,18;2,89;0,38;0,70;2,64;-1,10;1,51;6,56;3,38;8,53;0,52;0,48;0,70;16,08;;3.071.083,55;9,46;0,62;-0,22;1.155.120.267,52
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;1,38;;-0,67;0,23;0,07;-10,80;-24,10;-32,80;-0,91;-5,50;-4,59;1,16;0,22;0,37;-0,13;1,68;-34,50;-10,46;-10,86;0,30;0,70;0,32;19,96;;194.070,60;5,97;-2,06;0,00;101.594.537,40
TECN3;5,27;2,90;5,27;0,83;0,49;55,13;17,16;17,09;5,25;5,06;-0,27;-0,04;0,90;0,96;-1,47;4,17;15,82;9,22;9,62;0,58;0,42;0,54;2,29;34,80;614.074,95;6,30;1,00;0,25;342.327.188,10
TEKA3;42,50;;-0,13;-0,01;0,02;24,58;-4,48;-52,80;-1,47;-40,68;-39,51;;0,07;-0,01;-0,02;0,05;-8,00;-14,09;1,01;-1,76;2,76;0,27;14,82;;850,00;-4.245,25;-339,62;-0,01;16.858.347,50
TEKA4;29,90;;-0,09;-0,01;0,01;24,58;-4,48;-52,80;-1,04;-40,68;-39,51;;0,05;-0,01;-0,01;0,05;-8,00;-14,09;1,01;-1,76;2,76;0,27;14,82;;2.868,25;-4.245,25;-339,62;-0,01;16.858.347,50
TELB3;12,99;;-4,68;0,92;0,28;-58,26;-39,90;-61,12;-7,16;1,53;8,10;-1,04;2,86;0,82;-0,50;4,92;-19,59;-6,06;-12,12;0,31;0,69;0,10;15,86;;12.758,50;14,18;-2,78;-0,04;1.029.342.584,46
TELB4;7,97;;-2,87;0,56;0,17;-58,26;-39,90;-61,12;-4,40;1,53;8,10;-1,04;1,75;0,50;-0,31;4,92;-19,59;-6,06;-12,12;0,31;0,69;0,10;15,86;;28.205,50;14,18;-2,78;-0,02;1.029.342.584,46
TEND3;16,25;;17,01;2,11;0,41;37,64;20,55;12,55;10,39;12,99;2,61;0,53;2,13;5,96;-0,76;1,17;12,43;2,39;8,36;0,19;0,81;0,19;11,54;-10,10;54.697.727,30;7,69;0,96;-0,13;1.997.819.612,58
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;8,97;1,95;75,70;18,77;11,68;56,88;19,75;14,41;55,24;9,73;0,46;0,16;10,91;24,82;-39,26;3,03;24,80;15,43;22,44;0,62;0,38;1,07;27,71;40,09;3.153.393,05;0,48;0,12;-64,92;1.427.878.933,41
TGMA3;31,17;8,69;8,72;2,31;1,60;20,87;16,42;12,29;6,53;6,22;-0,31;-0,11;1,07;4,62;-3,45;2,80;26,44;18,32;21,43;0,69;0,31;1,49;4,78;16,85;8.500.461,35;13,51;3,57;0,33;2.059.950.977,15
TIET11;12,54;;-17,06;0,95;0,24;0,00;21,64;-7,77;6,13;18,71;12,58;1,95;1,33;-6,45;-0,29;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;13,19;-0,73;0,06;5.004.795.800,93
TIET3;3,49;;-23,75;1,32;0,33;0,00;21,64;-7,77;8,52;18,71;12,58;1,95;1,84;-8,98;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIET4;3,51;;-23,88;1,33;0,33;0,00;21,64;-7,77;8,57;18,71;12,58;1,95;1,85;-9,03;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIMS3;16,46;6,94;20,22;2,98;0,73;53,21;22,31;7,86;7,12;7,71;0,59;0,24;1,59;-50,48;-0,92;0,94;14,72;3,59;16,99;0,24;0,60;0,46;7,02;-4,97;134.421.343,70;5,53;0,81;0,64;39.870.648.435,06
TKNO3;50,88;5,77;3,21;0,50;0,41;27,49;18,17;15,94;2,81;2,25;-1,31;-0,23;0,51;0,99;-0,91;3,99;15,48;12,75;13,43;0,82;0,18;0,80;15,16;130,56;0,00;102,54;15,87;0,04;189.608.418,88
TKNO4;80,00;;5,04;0,78;0,64;27,49;18,17;15,94;4,42;2,25;-1,31;-0,23;0,80;1,56;-1,43;3,99;15,48;12,75;13,43;0,82;0,18;0,80;15,16;130,56;830,00;102,54;15,87;0,07;189.608.418,88
TOTS3;29,88;1,47;27,51;3,72;2,04;69,01;15,66;12,84;22,55;21,99;-0,67;-0,11;3,53;9,91;-3,13;2,44;13,54;7,40;10,52;0,55;0,42;0,58;14,15;61,29;143.138.906,45;8,01;1,08;-1,84;17.970.059.398,38
TOYB3;2,29;;-43,94;0,03;0,00;24,06;-10,70;-10,96;-45,00;-46,99;;;4,81;0,34;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;0,03;0,00;24,06;-10,70;-10,96;-49,12;-46,99;;;5,26;0,37;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,52;71.890.222,22
TPIS3;6,60;;3,94;0,31;0,10;32,87;10,12;5,69;2,22;12,70;10,49;1,48;0,22;-1,04;-0,11;0,40;7,94;2,63;3,91;0,33;0,67;0,46;-2,92;;664.312,85;21,10;1,68;-0,01;289.520.000,00
TRAD3;8,12;;-1,35;1,40;1,27;32,14;-423,58;-495,82;-1,58;-1,35;0,24;-0,21;6,70;4,69;-1,95;4,51;-103,79;-94,09;-103,99;0,91;0,10;0,19;;;1.297.858,55;5,80;-6,02;-0,01;326.171.304,85
TRIS3;5,56;3,56;7,23;0,72;0,38;25,60;14,80;11,84;5,79;8,87;3,06;0,38;0,86;0,66;-1,59;3,86;10,00;5,19;6,17;0,52;0,47;0,44;13,93;14,80;2.641.778,25;7,69;0,77;0,21;1.041.325.862,04
TTEN3;14,02;0,84;8,76;1,78;0,82;18,95;8,62;6,63;6,74;7,01;0,31;0,08;0,58;2,81;-2,61;1,73;20,30;9,32;13,93;0,46;0,54;1,41;36,65;44,75;14.949.428,05;7,87;1,60;0,32;6.921.354.316,83
TUPY3;21,88;1,87;9,43;0,85;0,28;17,77;7,57;3,10;3,86;6,74;2,87;0,63;0,29;0,79;-0,76;2,23;9,01;2,95;8,93;0,33;0,67;0,95;18,68;4,23;16.008.086,25;25,72;2,32;-0,53;3.160.370.800,00
TXRX3;10,00;;2,06;-0,14;0,22;16,22;50,87;17,56;0,71;5,41;5,06;;0,36;-0,29;-0,38;0,35;-6,57;10,89;-515,39;-1,66;2,66;0,62;8,73;;0,00;-73,93;4,86;-0,01;20.928.109,06
TXRX4;2,27;;0,47;-0,03;0,05;16,22;50,87;17,56;0,16;5,41;5,06;;0,08;-0,07;-0,09;0,35;-6,57;10,89;-515,39;-1,66;2,66;0,62;8,73;;2.062,25;-73,93;4,86;0,00;20.928.109,06
UCAS3;2,08;9,66;10,80;0,70;0,38;38,53;1,95;5,76;31,92;41,07;8,99;0,20;0,62;5,91;-0,55;1,28;6,46;3,56;0,83;0,55;0,45;0,62;7,80;30,27;45.951,85;2,98;0,19;-1,66;138.120.500,76
UGPA3;18,67;1,34;7,95;1,42;0,53;7,24;3,62;1,99;4,38;6,73;2,33;0,76;0,16;3,55;-0,90;1,57;17,82;6,66;11,49;0,37;0,61;3,34;6,80;17,89;89.314.215,75;13,18;2,35;0,38;20.924.984.067,68
UNIP3;50,47;5,49;13,49;2,07;0,75;25,94;6,82;9,54;18,86;20,96;1,58;0,17;1,29;2,82;-1,45;2,26;15,33;5,58;4,39;0,36;0,63;0,59;7,14;-4,32;327.913,30;24,41;3,74;-0,30;5.869.455.726,03
UNIP5;52,44;7,87;14,01;2,15;0,78;25,94;6,82;9,54;19,59;20,96;1,58;0,17;1,34;2,93;-1,50;2,26;15,33;5,58;4,39;0,36;0,63;0,59;7,14;-4,32;20.639,65;24,41;3,74;-0,31;5.869.455.726,03
UNIP6;53,28;5,74;14,19;2,17;0,79;25,94;6,82;9,54;19,84;20,96;1,58;0,17;1,35;2,97;-1,52;2,26;15,33;5,58;4,39;0,36;0,63;0,59;7,14;-4,32;7.788.117,20;24,41;3,74;-0,31;5.869.455.726,03
USIM3;6,11;4,21;9,46;0,32;0,19;4,91;2,40;3,09;12,19;13,16;0,82;0,02;0,29;0,62;-0,34;3,72;3,39;2,05;-0,21;0,60;0,32;0,66;15,01;2,17;2.083.967,55;19,03;0,65;-0,03;7.747.113.142,92
USIM5;6,21;4,56;9,62;0,33;0,20;4,91;2,40;3,09;12,39;13,16;0,82;0,02;0,30;0,63;-0,35;3,72;3,39;2,05;-0,21;0,60;0,32;0,66;15,01;2,17;90.582.997,25;19,03;0,65;-0,03;7.747.113.142,92
USIM6;9,90;2,86;15,34;0,52;0,31;4,91;2,40;3,09;19,76;13,16;0,82;0,02;0,47;1,00;-0,55;3,72;3,39;2,05;-0,21;0,60;0,32;0,66;15,01;2,17;0,00;19,03;0,65;-0,05;7.747.113.142,92
VALE3;57,57;12,46;5,41;1,21;0,54;39,06;33,54;22,86;3,69;4,42;0,73;0,24;1,24;-34,89;-0,64;0,91;22,31;9,96;21,62;0,45;0,55;0,44;9,12;13,46;1.173.710.362,10;47,65;10,63;3,50;261.310.666.380,60
VAMO3;5,60;5,70;8,72;1,16;0,24;45,70;33,62;9,87;2,56;7,23;4,66;2,12;0,86;1,72;-0,36;1,78;13,35;2,79;11,38;0,21;0,79;0,28;45,32;43,80;47.069.166,75;4,81;0,64;-0,27;6.064.592.532,57
